Item,Variable,Substance,Tier,Field_Type,Gate_Variable,Gate_Value,Choice_Set,Text
299,hsum_stm_with32,Prescription stimulants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_stm_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription stimulants, I experienced: Sleeping too much"
300,hsum_stm_with33,Prescription stimulants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_stm_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription stimulants, I experienced: Insomnia or trouble sleeping"
301,hsum_met_sud01,Methamphetamine,Symptom - SUD (craving),radio,hsum_met_freq,>= 3,symptom_4pt,Reminders of methamphetamine gave me a strong urge to use methamphetamine.
302,hsum_met_sud02,Methamphetamine,Symptom - SUD (craving),radio,hsum_met_freq,>= 3,symptom_4pt,I craved methamphetamine.
303,hsum_met_sud03,Methamphetamine,Symptom - SUD (craving),radio,hsum_met_freq,>= 3,symptom_4pt,I had strong desires to use methamphetamine.
304,hsum_met_sud04,Methamphetamine,Symptom - SUD (hazardous use),radio,hsum_met_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of methamphetamine.
305,hsum_met_sud05,Methamphetamine,Symptom - SUD (hazardous use),radio,hsum_met_freq,>= 3,symptom_4pt,"When I was under the influence of methamphetamine, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
306,hsum_met_sud06,Methamphetamine,Symptom - SUD (hazardous use),radio,hsum_met_freq,>= 3,symptom_4pt,I damaged something valuable while using methamphetamine.
307,hsum_met_sud07,Methamphetamine,Symptom - SUD (hazardous use),radio,hsum_met_freq,>= 3,symptom_4pt,I did risky or dangerous things while using methamphetamine that I would not have done sober.
308,hsum_met_sud08,Methamphetamine,Symptom - SUD (impaired control),radio,hsum_met_freq,>= 3,symptom_4pt,I was not able to cut back on using methamphetamine when I wanted to.
309,hsum_met_sud09,Methamphetamine,Symptom - SUD (impaired control),radio,hsum_met_freq,>= 3,symptom_4pt,I used too much methamphetamine.
310,hsum_met_sud10,Methamphetamine,Symptom - SUD (impaired control),radio,hsum_met_freq,>= 3,symptom_4pt,"I tried to use methamphetamine only at certain times, but it did not work for long."
311,hsum_met_sud11,Methamphetamine,Symptom - SUD (impaired control),radio,hsum_met_freq,>= 3,symptom_4pt,I got high on methamphetamine despite previously deciding not to.
312,hsum_met_sud12,Methamphetamine,Symptom - SUD (role interference),radio,hsum_met_freq,>= 3,symptom_4pt,I continued to use methamphetamine even though it made my performance at work suffer.
313,hsum_met_sud13,Methamphetamine,Symptom - SUD (role interference),radio,hsum_met_freq,>= 3,symptom_4pt,"Using methamphetamine or being sick from using methamphetamine got in the way of my taking care of myself, my home, or my family."
314,hsum_met_sud14,Methamphetamine,Symptom - SUD (role interference),radio,hsum_met_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using methamphetamine."
315,hsum_met_sud15,Methamphetamine,Symptom - SUD (tolerance),radio,hsum_met_freq,>= 3,symptom_4pt,"Over time, I needed to use more methamphetamine to get the same effect."
316,hsum_met_sud16,Methamphetamine,Symptom - SUD (tolerance),radio,hsum_met_freq,>= 3,symptom_4pt,I've noticed that using methamphetamine does not have the same effect that it used to have.
317,hsum_met_sud17,Methamphetamine,Symptom - SUD (tolerance),radio,hsum_met_freq,>= 3,symptom_4pt,I used methamphetamine a lot more than others before feeling high.
318,hsum_met_with01,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Goose bumps"
319,hsum_met_with02,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Heart racing"
320,hsum_met_with03,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Muscle aches"
321,hsum_met_with04,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Physical shakes"
322,hsum_met_with05,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Seizures"
323,hsum_met_with06,Methamphetamine,Symptom - Withdrawal (bodily sensations),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Sweating"
324,hsum_met_with07,Methamphetamine,Symptom - Withdrawal (digestive problems),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Constipation"
325,hsum_met_with08,Methamphetamine,Symptom - Withdrawal (digestive problems),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Diarrhea"
326,hsum_met_with09,Methamphetamine,Symptom - Withdrawal (digestive problems),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Nausea or Vomiting"
327,hsum_met_with10,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Coughing"
328,hsum_met_with11,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Dilated pupils"
329,hsum_met_with12,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Dry mouth"
330,hsum_met_with13,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Fever"
331,hsum_met_with14,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Headaches or Migraines"
332,hsum_met_with15,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Mouth sores"
333,hsum_met_with16,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Runny nose"
334,hsum_met_with17,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Teary eyes"
335,hsum_met_with18,Methamphetamine,Symptom - Withdrawal (face or head),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Yawning"
336,hsum_met_with19,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Anxiety or Nervousness"
337,hsum_met_with20,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Depression or Sadness"
338,hsum_met_with21,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Trouble enjoying things"
339,hsum_met_with22,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Anger or Irritability"
340,hsum_met_with23,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Trouble concentrating"
341,hsum_met_with24,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Trouble paying attention"
342,hsum_met_with25,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Trouble thinking clearly"
343,hsum_met_with26,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Restlessness"
344,hsum_met_with27,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Seeing things that weren't really there"
345,hsum_met_with28,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Feeling things that weren't really there"
346,hsum_met_with29,Methamphetamine,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Hearing things that weren't really there"
347,hsum_met_with30,Methamphetamine,Symptom - Withdrawal (appetite or sleeping),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Decreased appetite"
348,hsum_met_with31,Methamphetamine,Symptom - Withdrawal (appetite or sleeping),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Increased appetite"
349,hsum_met_with32,Methamphetamine,Symptom - Withdrawal (appetite or sleeping),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Sleeping too much"
350,hsum_met_with33,Methamphetamine,Symptom - Withdrawal (appetite or sleeping),radio,hsum_met_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of methamphetamine, I experienced: Insomnia or trouble sleeping"
351,hsum_inh_sud01,Inhalants,Symptom - SUD (craving),radio,hsum_inh_freq,>= 3,symptom_4pt,Reminders of inhalants gave me a strong urge to use inhalants.
352,hsum_inh_sud02,Inhalants,Symptom - SUD (craving),radio,hsum_inh_freq,>= 3,symptom_4pt,I craved inhalants.
353,hsum_inh_sud03,Inhalants,Symptom - SUD (craving),radio,hsum_inh_freq,>= 3,symptom_4pt,I had strong desires to use inhalants.
354,hsum_inh_sud04,Inhalants,Symptom - SUD (hazardous use),radio,hsum_inh_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of inhalants.
355,hsum_inh_sud05,Inhalants,Symptom - SUD (hazardous use),radio,hsum_inh_freq,>= 3,symptom_4pt,"When I was under the influence of inhalants, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
356,hsum_inh_sud06,Inhalants,Symptom - SUD (hazardous use),radio,hsum_inh_freq,>= 3,symptom_4pt,I damaged something valuable while using inhalants.
357,hsum_inh_sud07,Inhalants,Symptom - SUD (hazardous use),radio,hsum_inh_freq,>= 3,symptom_4pt,I did risky or dangerous things while using inhalants that I would not have done sober.
358,hsum_inh_sud08,Inhalants,Symptom - SUD (impaired control),radio,hsum_inh_freq,>= 3,symptom_4pt,I was not able to cut back on using inhalants when I wanted to.
359,hsum_inh_sud09,Inhalants,Symptom - SUD (impaired control),radio,hsum_inh_freq,>= 3,symptom_4pt,I used too much inhalants.
360,hsum_inh_sud10,Inhalants,Symptom - SUD (impaired control),radio,hsum_inh_freq,>= 3,symptom_4pt,"I tried to use inhalants only at certain times, but it did not work for long."
361,hsum_inh_sud11,Inhalants,Symptom - SUD (impaired control),radio,hsum_inh_freq,>= 3,symptom_4pt,I got high on inhalants despite previously deciding not to.
362,hsum_inh_sud12,Inhalants,Symptom - SUD (role interference),radio,hsum_inh_freq,>= 3,symptom_4pt,I continued to use inhalants even though it made my performance at work suffer.
363,hsum_inh_sud13,Inhalants,Symptom - SUD (role interference),radio,hsum_inh_freq,>= 3,symptom_4pt,"Using inhalants or being sick from using inhalants got in the way of my taking care of myself, my home, or my family."
364,hsum_inh_sud14,Inhalants,Symptom - SUD (role interference),radio,hsum_inh_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using inhalants."
365,hsum_inh_sud15,Inhalants,Symptom - SUD (tolerance),radio,hsum_inh_freq,>= 3,symptom_4pt,"Over time, I needed to use more inhalants to get the same effect."
366,hsum_inh_sud16,Inhalants,Symptom - SUD (tolerance),radio,hsum_inh_freq,>= 3,symptom_4pt,I've noticed that using inhalants does not have the same effect that it used to have.
367,hsum_inh_sud17,Inhalants,Symptom - SUD (tolerance),radio,hsum_inh_freq,>= 3,symptom_4pt,I used inhalants a lot more than others before feeling high.
368,hsum_inh_with01,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Goose bumps"
369,hsum_inh_with02,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Heart racing"
370,hsum_inh_with03,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Muscle aches"
371,hsum_inh_with04,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Physical shakes"
372,hsum_inh_with05,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Seizures"
373,hsum_inh_with06,Inhalants,Symptom - Withdrawal (bodily sensations),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Sweating"
374,hsum_inh_with07,Inhalants,Symptom - Withdrawal (digestive problems),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Constipation"
375,hsum_inh_with08,Inhalants,Symptom - Withdrawal (digestive problems),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Diarrhea"
376,hsum_inh_with09,Inhalants,Symptom - Withdrawal (digestive problems),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Nausea or Vomiting"
377,hsum_inh_with10,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Coughing"
378,hsum_inh_with11,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Dilated pupils"
379,hsum_inh_with12,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Dry mouth"
380,hsum_inh_with13,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Fever"
381,hsum_inh_with14,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Headaches or Migraines"
382,hsum_inh_with15,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Mouth sores"
383,hsum_inh_with16,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Runny nose"
384,hsum_inh_with17,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Teary eyes"
385,hsum_inh_with18,Inhalants,Symptom - Withdrawal (face or head),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Yawning"
386,hsum_inh_with19,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Anxiety or Nervousness"
387,hsum_inh_with20,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Depression or Sadness"
388,hsum_inh_with21,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Trouble enjoying things"
389,hsum_inh_with22,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Anger or Irritability"
390,hsum_inh_with23,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Trouble concentrating"
391,hsum_inh_with24,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Trouble paying attention"
392,hsum_inh_with25,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Trouble thinking clearly"
393,hsum_inh_with26,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Restlessness"
394,hsum_inh_with27,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Seeing things that weren't really there"
395,hsum_inh_with28,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Feeling things that weren't really there"
396,hsum_inh_with29,Inhalants,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Hearing things that weren't really there"
397,hsum_inh_with30,Inhalants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Decreased appetite"
398,hsum_inh_with31,Inhalants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Increased appetite"
399,hsum_inh_with32,Inhalants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Sleeping too much"
400,hsum_inh_with33,Inhalants,Symptom - Withdrawal (appetite or sleeping),radio,hsum_inh_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of inhalants, I experienced: Insomnia or trouble sleeping"
401,hsum_sed_sud01,Sedatives,Symptom - SUD (craving),radio,hsum_sed_freq,>= 3,symptom_4pt,Reminders of sedatives or sleeping pills gave me a strong urge to use sedatives.
402,hsum_sed_sud02,Sedatives,Symptom - SUD (craving),radio,hsum_sed_freq,>= 3,symptom_4pt,I craved sedatives or sleeping pills.
403,hsum_sed_sud03,Sedatives,Symptom - SUD (craving),radio,hsum_sed_freq,>= 3,symptom_4pt,I had strong desires to use sedatives or sleeping pills.
404,hsum_sed_sud04,Sedatives,Symptom - SUD (hazardous use),radio,hsum_sed_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of sedatives or sleeping pills.
405,hsum_sed_sud05,Sedatives,Symptom - SUD (hazardous use),radio,hsum_sed_freq,>= 3,symptom_4pt,"When I was under the influence of sedatives or sleeping pills, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
406,hsum_sed_sud06,Sedatives,Symptom - SUD (hazardous use),radio,hsum_sed_freq,>= 3,symptom_4pt,I damaged something valuable while using sedatives or sleeping pills.
407,hsum_sed_sud07,Sedatives,Symptom - SUD (hazardous use),radio,hsum_sed_freq,>= 3,symptom_4pt,I did risky or dangerous things while using sedatives or sleeping pills that I would not have done sober.
408,hsum_sed_sud08,Sedatives,Symptom - SUD (impaired control),radio,hsum_sed_freq,>= 3,symptom_4pt,I was not able to cut back on using sedatives or sleeping pills when I wanted to.
409,hsum_sed_sud09,Sedatives,Symptom - SUD (impaired control),radio,hsum_sed_freq,>= 3,symptom_4pt,I used too much sedatives or sleeping pills.
410,hsum_sed_sud10,Sedatives,Symptom - SUD (impaired control),radio,hsum_sed_freq,>= 3,symptom_4pt,"I tried to use sedatives or sleeping pills only at certain times, but it did not work for long."
411,hsum_sed_sud11,Sedatives,Symptom - SUD (impaired control),radio,hsum_sed_freq,>= 3,symptom_4pt,I got high on sedatives or sleeping pills despite previously deciding not to.
412,hsum_sed_sud12,Sedatives,Symptom - SUD (role interference),radio,hsum_sed_freq,>= 3,symptom_4pt,I continued to use sedatives or sleeping pills even though it made my performance at work suffer.
413,hsum_sed_sud13,Sedatives,Symptom - SUD (role interference),radio,hsum_sed_freq,>= 3,symptom_4pt,"Using sedatives or sleeping pills or being sick from using sedatives or sleeping pills got in the way of my taking care of myself, my home, or my family."
414,hsum_sed_sud14,Sedatives,Symptom - SUD (role interference),radio,hsum_sed_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using sedatives or sleeping pills."
415,hsum_sed_sud15,Sedatives,Symptom - SUD (tolerance),radio,hsum_sed_freq,>= 3,symptom_4pt,"Over time, I needed to use more sedatives or sleeping pills to get the same effect."
416,hsum_sed_sud16,Sedatives,Symptom - SUD (tolerance),radio,hsum_sed_freq,>= 3,symptom_4pt,I've noticed that using sedatives or sleeping pills does not have the same effect that it used to have.
417,hsum_sed_sud17,Sedatives,Symptom - SUD (tolerance),radio,hsum_sed_freq,>= 3,symptom_4pt,I used sedatives or sleeping pills a lot more than others before feeling high.
418,hsum_sed_with01,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Goose bumps"
419,hsum_sed_with02,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Heart racing"
420,hsum_sed_with03,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Muscle aches"
421,hsum_sed_with04,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Physical shakes"
422,hsum_sed_with05,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Seizures"
423,hsum_sed_with06,Sedatives,Symptom - Withdrawal (bodily sensations),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Sweating"
424,hsum_sed_with07,Sedatives,Symptom - Withdrawal (digestive problems),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Constipation"
425,hsum_sed_with08,Sedatives,Symptom - Withdrawal (digestive problems),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Diarrhea"
426,hsum_sed_with09,Sedatives,Symptom - Withdrawal (digestive problems),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Nausea or Vomiting"
427,hsum_sed_with10,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Coughing"
428,hsum_sed_with11,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Dilated pupils"
429,hsum_sed_with12,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Dry mouth"
430,hsum_sed_with13,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Fever"
431,hsum_sed_with14,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Headaches or Migraines"
432,hsum_sed_with15,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Mouth sores"
433,hsum_sed_with16,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Runny nose"
434,hsum_sed_with17,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Teary eyes"
435,hsum_sed_with18,Sedatives,Symptom - Withdrawal (face or head),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Yawning"
436,hsum_sed_with19,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Anxiety or Nervousness"
437,hsum_sed_with20,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Depression or Sadness"
438,hsum_sed_with21,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Trouble enjoying things"
